Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
The Proposition,2005,85,90.304,John Hillcoat,"Guy Pearce, Ray Winstone, Emily Watson, Danny Huston","In 1880s Australia, a lawman (Ray Winstone) offers renegade Charlie Burns (Guy Pearce) a difficult choice. In order to save...",5313608.0,Drama,7.3,73.0,104.0,52400.0
Never Grow Old,2019,90,90.389,Ivan Kavanagh,"Emile Hirsch, John Cusack, Danny Webb, Antonia Campbell-Hughes",A once-peaceful frontier town becomes a den of vice after vicious outlaw Dutch Albert and his gang arrive and begin...,150264.0,,,,,
Westworld,1973,85,88.364,Michael Crichton,"Yul Brynner, Richard Benjamin, James Brolin, Norman Bartold",Westworld is a futuristic theme park where paying guests can pretend to be gunslingers in an artificial Wild West populated...,3000000.0,Drama,8.6,,62.0,475083.0
The Shootist,1976,87,87.512,Don Siegel,"John Wayne, Lauren Bacall, James Stewart, Ron Howard","J.B. Books (John Wayne, in his final film role) is an aging gunfighter diagnosed with cancer who comes to Nevada...",6000000.0,,,,,
Near Dark,1987,82,86.397,Kathryn Bigelow,"Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton","Cowboy Caleb Colton (Adrian Pasdar) meets gorgeous Mae (Jenny Wright) at a bar, and the two have an immediate attraction....",3369307.0,Horror,6.9,76.0,94.0,38598.0
McCabe & Mrs. Miller,1971,84,88.599,Robert Altman,"Warren Beatty, Julie Christie, Rene Auberjonois, John Schuck",Charismatic gambler John McCabe (Warren Beatty) arrives in a mining community and decides to open a brothel. The local residents...,8200000.0,,,,,
Mystery Road,2013,92,91.726,Ivan Sen,"Aaron Pedersen, Hugo Weaving, Jack Thompson, Ryan Kwanten",An aboriginal detective returns to the Outback to investigate the murder of a teenage girl....,,Thriller,7.4,,57.0,3798.0
The Revenant,2015,78,103.381,,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter","While exploring the uncharted wilderness in 1823, frontiersman Hugh Glass (Leonardo DiCaprio) sustains life-threatening injuries from a brutal bear attack....",532938302.0,Drama,8.0,76.0,156.0,777969.0
The Outlaw Josey Wales,1976,90,93.479,Clint Eastwood,"Clint Eastwood, Chief Dan George, Sondra Locke, Bill McKinney","Josey Wales (Clint Eastwood) watches helplessly as his wife and child are murdered, by Union men led by Capt. Terrill...",27000000.0,,,,,
The Ox-Bow Incident,1943,91,92.802,William Wellman,"Henry Fonda, Dana Andrews, Henry Morgan, Mary Beth Hughes","In this classic Western, wanderers Gil Carter (Henry Fonda) and Art Croft (Henry Morgan) ride into a small Nevada town...",,,,,,
Pale Rider,1985,93,93.528,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Christopher Penn",When property owner Coy LaHood (Richard Dysart) starts using a band of hooligans to terrorize a group of small-town gold...,41410568.0,Drama,7.3,61.0,115.0,58600.0
True Grit,1969,89,95.56,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate","After hired hand Tom Chaney (Jeff Corey) murders the father of 14-year-old Mattie Ross (Kim Darby), she seeks vengeance and...",252276928.0,Drama,7.6,80.0,110.0,333706.0
Cat Ballou,1965,89,92.348,Elliot Silverstein,"Jane Fonda, Lee Marvin, Michael Callan, Dwayne Hickman","When hired gun Tim Strawn (Lee Marvin) kills her rancher father, Cat Ballou (Jane Fonda) becomes an outlaw set on...",20666667.0,Comedy,6.8,60.0,97.0,14761.0
For a Few Dollars More,1965,91,93.59,Sergio Leone,"Clint Eastwood, Lee Van Cleef, Gian Maria Volonte, Josef Egger","In the Wild West, a murderous outlaw known as El Indio (Gian Maria Volonte) and his gang are terrorizing and...",,,,,,
The Sisters Brothers,2018,87,98.653,Jacques Audiard,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed","It's 1851, and Charlie and Eli Sisters are both brothers and assassins, boys grown to men in a savage and...",14636067.0,Drama,6.9,78.0,122.0,63639.0
Lone Star,1996,94,96.615,John Sayles,"Chris Cooper, Elizabeth Peña, Joe Morton, Ron Canada","In the Texas border town of Frontera, Sheriff Sam Deeds (Chris Cooper) digs up the past when he finds an...",12961389.0,,,,,
3:10 to Yuma,2007,89,98.19,James Mangold,"Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts","Outlaw Ben Wade (Russell Crowe) terrorizes 1800s Arizona, especially the Southern Railroad, until he is finally captured. Wade must be...",71171825.0,Thriller,7.6,,92.0,19587.0
Slow West,2015,92,96.183,John Maclean,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Caren Pistorius",A bounty hunter (Michael Fassbender) keeps his true motive a secret from the naive Scottish teenager (Kodi Smit-McPhee) he's offered...,2089072.0,Thriller,6.9,72.0,84.0,45249.0
Bisbee '17,2018,93,95.901,Robert Greene,,Locals stage re-creations of the town's controversial past....,,,,,,
Jeremiah Johnson,1972,95,96.426,Sydney Pollack,"Robert Redford, Will Geer, Stefan Gierasch, Allyn Ann McLerie","A Mexican-American War veteran, Jeremiah Johnson (Robert Redford), heads to the mountains to live in isolation. Woefully unequipped for the...",44693786.0,Drama,7.5,75.0,108.0,31417.0
Nighthawk,2019,93,103.747,Kleber Mendonça Filho,"Sonia Braga, Udo Kier, Barbara Colen, Julia Marie Peterson",...,,,,,,
The Man Who Shot Liberty Valance,1962,94,97.164,John Ford,"James Stewart, John Wayne, Vera Miles, Lee Marvin",Questions arise when Senator Stoddard (James Stewart) attends the funeral of a local man named Tom Doniphon (John Wayne) in...,8000000.0,Drama,8.1,94.0,123.0,74934.0
Django Unchained,2012,86,99.379,Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Samuel L. Jackson","Two years before the Civil War, Django (Jamie Foxx), a slave, finds himself accompanying an unorthodox German bounty hunter named...",449841566.0,,,,,
She Wore a Yellow Ribbon,1949,92,94.289,John Ford,"John Wayne, Joanne Dru, John Agar, Ben Johnson",The last job of Calvary Captain Nathan Brittles (John Wayne) before retirement is to soothe relations with the Cheyenne and...,5400000.0,,,,,
Johnny Guitar,1954,94,97.458,Nicholas Ray,"Joan Crawford, Sterling Hayden, Mercedes McCambridge, Scott Brady","On the outskirts of town, the hard-nosed Vienna (Joan Crawford) owns a saloon frequented by the undesirables of the region,...",,,,,,
High Plains Drifter,1973,93,95.08,Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan","In this Western, a drifter with no name (Clint Eastwood) wanders into a small town, where his gun-slinging abilities are...",15700000.0,Drama,7.5,69.0,105.0,54652.0
Wind River,2017,87,106.394,Taylor Sheridan,"Jeremy Renner, Elizabeth Olsen, Gil Birmingham, Jon Bernthal",Cory Lambert is a wildlife officer who finds the body of an 18-year-old woman on an American Indian reservation in...,44984979.0,Drama,7.7,73.0,107.0,243252.0
Sweetgrass,2009,97,97.875,Lucien Castaing-Taylor,,This spare documentary follows a group of shepherds as they guide hundreds of sheep through endless miles of Montana wilderness....,207473.0,,,,,
Destry Rides Again,1939,96,97.72,George Marshall,"James Stewart, Marlene Dietrich, Mischa Auer, Charles Winninger","The small town of Bottleneck is under the control of Kent (Brian Donlevy), a power-hungry boss who gets control over...",,,,,,
Little Big Man,1970,96,98.093,Arthur Penn,"Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam","When a curious oral historian (William Hickey) turns up to hear the life story of 121-year-old Jack Crabb (Dustin Hoffman),...",31559552.0,Comedy,7.6,63.0,139.0,35085.0
Sweet Country,2017,96,100.046,Warwick Thornton,"Bryan Brown, Matt Day, Tremayne Doolan, Anni Finsterer",An Aboriginal man goes on the run after he kills a white man in self-defense....,2291545.0,Adventure,6.9,88.0,113.0,8418.0
The Misfits,1961,97,98.603,John Huston,"Clark Gable, Marilyn Monroe, Montgomery Clift, Thelma Ritter","While filing for a divorce, beautiful ex-stripper Roslyn Taber (Marilyn Monroe) ends up meeting aging cowboy-turned-gambler Gay Langland (Clark Gable)...",8200000.0,Comedy,4.3,25.0,94.0,9444.0
The Ballad of Buster Scruggs,2018,89,103.273,Joel Coen,"Tim Blake Nelson, Willie Watson, David Krumholtz, James Franco",An anthology of six short films that take place in 19th-century post-Civil War era during the settling of the Old...,,Comedy,7.3,79.0,133.0,142225.0
Bad Day at Black Rock,1955,97,99.041,John Sturges,"Spencer Tracy, Robert Ryan, Anne Francis, Lee Marvin","When John J. Macreedy (Spencer Tracy), a one-armed war veteran, arrives in the small desert town of Black Rock, he's...",,Thriller,7.7,,81.0,21529.0
Giant,1956,88,91.54,George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker",Wealthy Texas rancher Bick Benedict (Rock Hudson) shakes things up at home when he returns from a trip to the...,30194409.0,Drama,7.6,84.0,201.0,38271.0
Major Dundee,1965,97,101.745,Sam Peckinpah,"Charlton Heston, Richard Harris, Jim Hutton, James Coburn","During the end of the Civil War, Major Dundee guards Confederate prisoners, Union deserters and ordinary hard-bitten criminals in a...",,Adventure,6.7,62.0,123.0,7971.0
The Shooting,1967,100,94.19,Monte Hellman,"Millie Perkins, Jack Nicholson, Will Hutchins, Warren Oates","In the American West, Willet Gashade (Warren Oates), a former bounty hunter, and Coley Boyard (Will Hutchins), his dimwitted partner,...",,,,,,
Shane,1953,97,100.444,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin, Brandon de Wilde",Enigmatic gunslinger Shane (Alan Ladd) rides into a small Wyoming town with hopes of quietly settling down as a farmhand....,20000000.0,,,,,
Once Upon a Time in the West,1969,95,103.073,Sergio Leone,"Henry Fonda, Claudia Cardinale, Charles Bronson, Jason Robards","There's a single piece of land around Flagstone with water on it, and rail baron Morton (Gabriele Ferzetti) aims to...",5380513.0,,,,,
El Dorado,1967,100,101.47,Howard Hawks,"John Wayne, Robert Mitchum, James Caan, Arthur Hunnicutt",Heartless tycoon Bart Jason (Edward Asner) hires a group of thugs to force the MacDonald family out of El Dorado...,6000000.0,Drama,7.6,85.0,126.0,26768.0
Old Yeller,1957,100,102.008,Robert Stevenson,"Dorothy McGuire, Fess Parker, Tommy Kirk, Kevin Corcoran","While Jim Coates (Fess Parker) is off on a cattle drive, his wife, Katie (Dorothy McGuire), and sons, Travis (Tommy...",,Adventure,7.3,84.0,83.0,13449.0
Fort Apache,1948,100,101.926,John Ford,"John Wayne, Henry Fonda, Shirley Temple, Pedro Armendáriz","When arrogant and stubborn Civil War hero Lieutenant Colonel Owen Thursday (Henry Fonda) arrives in Arizona with his daughter, Philadelphia...",,,,,,
The Rider,2017,97,108.284,Chloé Zhao,"Brady Jandreau, Tim Jandreau, Lilly Jandreau, Lane Scott","After a riding accident leaves him unable to compete on the rodeo circuit, a young cowboy searches for a new...",4205944.0,,,,,
A Fistful of Dollars,1964,98,102.121,Sergio Leone,"Clint Eastwood, Marianne Koch, Joe Edger, Wolfgang Lukschy",The Man With No Name (Clint Eastwood) enters the Mexican village of San Miguel in the midst of a power...,,Drama,7.9,65.0,99.0,213300.0
No Country for Old Men,2007,93,106.323,Joel Coen,"Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson","While out hunting, Llewelyn Moss (Josh Brolin) finds the grisly aftermath of a drug deal. Though he knows better, he...",164035753.0,Drama,8.2,92.0,122.0,941537.0
Winchester '73,1950,100,102.041,Anthony Mann,"James Stewart, Shelley Winters, Dan Duryea, Stephen McNally","Lin McAdam (James Stewart) pursues notorious outlaw Henry ""Dutch"" Brown (Millard Mitchell) into Dodge City, Kansas. There, in an effort...",4500000.0,,,,,
Red River,1948,100,103.319,Howard Hawks,"John Wayne, Montgomery Clift, Walter Brennan, Joanne Dru","Headstrong Thomas Dunson (John Wayne) starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot...",9012000.0,,,,,
The Searchers,1956,94,99.109,John Ford,"John Wayne, Jeffrey Hunter, Natalie Wood, Vera Miles","In this revered Western, Ethan Edwards (John Wayne) returns home to Texas after the Civil War. When members of his...",,Drama,7.9,94.0,119.0,87959.0
My Darling Clementine,1946,100,103.023,John Ford,"Henry Fonda, Linda Darnell, Victor Mature, Walter Brennan","In the middle of a long cattle drive, Wyatt Earp (Henry Fonda) and his brothers stop off for a night...",,,,,,
Unforgiven,1992,96,105.525,Clint Eastwood,"Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris","When prostitute Delilah Fitzgerald (Anna Thomson) is disfigured by a pair of cowboys in Big Whiskey, Wyoming, her fellow brothel...",159157447.0,Drama,8.2,85.0,130.0,404065.0
Rio Bravo,1959,98,100.7,Howard Hawks,"John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson","When gunslinger Joe Burdette (Claude Akins) kills a man in a saloon, Sheriff John T. Chance (John Wayne) arrests him...",5800000.0,,,,,
Stagecoach,1939,100,103.896,John Ford,"John Wayne, Claire Trevor, Andy Devine, John Carradine","John Ford's landmark Western revolves around an assorted group of colorful passengers aboard the Overland stagecoach bound for Lordsburg, New...",,Drama,7.8,93.0,96.0,48218.0
High Noon,1952,95,103.584,Fred Zinnemann,"Gary Cooper, Grace Kelly, Katy Jurado, Thomas Mitchell","Former marshal Will Kane (Gary Cooper) is preparing to leave the small town of Hadleyville, New Mexico, with his new...",8000000.0,Drama,8.0,89.0,85.0,103139.0
"The Good, the Bad and the Ugly",1967,97,103.72,Sergio Leone,"Clint Eastwood, Eli Wallach, Lee Van Cleef, Aldo Giuffré","In the Southwest during the Civil War, a mysterious stranger, Joe (Clint Eastwood), and a Mexican outlaw, Tuco (Eli Wallach),...",,Adventure,8.8,90.0,178.0,742480.0
The Bridge on the River Kwai,1957,96,106.987,David Lean,"William Holden, Alec Guinness, Sessue Hayakawa, Jack Hawkins",Adaptation of the Pierre Bouelle novel about POWs in Burma forced to build a bridge to aid the war effort...,33300000.0,Drama,8.2,87.0,161.0,217206.0
Paths of Glory,1957,96,103.433,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready","During World War I, commanding officer General Broulard (Adolphe Menjou) orders his subordinate, General Mireau (George Macready), to attack a...",,Drama,8.4,90.0,88.0,193372.0
Sunrise,1927,98,103.666,F.W. Murnau,"George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing","Bored with his wife (Janet Gaynor), their baby and the dull routine of farm life, a farmer (George O'Brien) falls...",,,,,,
Fantasia,1940,95,100.098,James Algar,"Deems Taylor, Leopold Stokowski, Walt Disney, Julietta Novis","Released in 1940, represented Disney's boldest experiment to date. Bringing to life his vision of blending animated imagery with classical...",83320832.0,,,,,
The Day the Earth Stood Still,1951,95,102.516,Robert Wise,"Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe","When a UFO lands in Washington, D.C., bearing a message for Earth's leaders, all of humanity stands still. Klaatu (Michael...",237370350.0,Drama,5.5,40.0,104.0,169622.0
One Hundred and One Dalmatians,1961,98,99.449,Wolfgang Reitherman,"Rod Taylor, Betty Lou Gerson, Cate Bauer, Lisa Daniels","In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his...",,Comedy,7.3,83.0,79.0,164845.0
The Best Years of Our Lives,1946,98,107.682,William Wyler,"Fredric March, Myrna Loy, Dana Andrews, Teresa Wright","Fred, Al and Homer are three World War II veterans facing difficulties as they re-enter civilian life. Fred (Dana Andrews)...",23600000.0,Drama,8.1,93.0,170.0,63124.0
Forbidden Planet,1956,96,99.424,Fred McLeod Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen, Warren Stevens","In this sci-fi classic, a spacecraft travels to the distant planet Altair IV to discover the fate of a group...",3000000.0,Sci-Fi,7.5,80.0,98.0,48547.0
Spartacus,1960,93,99.591,Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Tony Curtis","The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained...",60000000.0,Drama,8.5,,55.0,237207.0
The Umbrellas of Cherbourg,1964,99,103.728,Jacques Demy,"Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel","Geneviève (Catherine Deneuve), a beautiful young Frenchwoman who works at a small-town boutique selling umbrellas, falls for dashing mechanic Guy...",139755.0,,,,,
8 1/2,1963,98,103.433,Federico Fellini,"Marcello Mastroianni, Claudia Cardinale, Anouk Aimée, Sandra Milo",Troubled Italian filmmaker Guido Anselmi (Marcello Mastroianni) struggles with creative stasis as he attempts to get a new movie off...,,,,,,
Pather Panchali,1955,97,99.481,Satyajit Ray,"Kanu Bannerjee, Karuna Bannerjee, Subir Bannerjee, Uma Das Gupta","Impoverished priest Harihar Ray (Kanu Bannerjee), dreaming of a better life for himself and his family, leaves his rural Bengal...",402723.0,Drama,8.3,,125.0,31482.0
Che: Part Two,2008,79,80.517,Steven Soderbergh,"Benicio Del Toro, Demián Bichir, Santiago Cabrera, Elvira Mínguez","Seven years after his triumph in Cuba, Che (Benicio Del Toro) winds up in Bolivia, where he tries to ignite...",,,,,,
"Merry Christmas, Mr. Lawrence",1983,82,80.042,Nagisa Ôshima,"David Bowie, Tom Conti, Ryuichi Sakamoto, Takeshi","During World War II, British soldier Jack Celliers (David Bowie) is captured by Japanese forces and held in a prison...",2306560.0,,,,,
Black Hawk Down,2001,77,82.926,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",The film takes place in 1993 when the U.S. sent special forces into Somalia to destabilize the government and bring...,159691085.0,Drama,7.7,74.0,144.0,388974.0
The Tin Drum,1979,84,84.15,Volker Schlöndorff,"David Bennent, Angela Winkler, Mario Adorf, Daniel Olbrychski",Oskar Matzerath (David Bennent) is a very unusual boy. Refusing to leave the womb until promised a tin drum by...,,Drama,7.5,63.0,142.0,23942.0
A Very Long Engagement,2004,78,83.809,Jean-Pierre Jeunet,"Audrey Tautou, Gaspard Ulliel, Jean-Pierre Becker, Dominique Bettenfeld",Mathilde (Audrey Tautou) is told that her fiancé (Gaspard Ulliel) has been killed in World War I. She refuses to...,,Drama,7.6,76.0,133.0,73527.0
American Sniper,2014,72,84.695,Clint Eastwood,"Bradley Cooper, Sienna Miller, Jake McDorman, Luke Grimes",U.S. Navy SEAL Chris Kyle (Bradley Cooper) takes his sole mission -- protect his comrades -- to heart and becomes...,547326372.0,Drama,7.3,72.0,133.0,474604.0
War Horse,2011,75,83.922,Steven Spielberg,"Emily Watson, David Thewlis, Jeremy Irvine, Peter Mullan","Albert (Jeremy Irvine) and his beloved horse, Joey, live on a farm in the British countryside. At the outbreak of...",156815529.0,Drama,7.2,72.0,146.0,155757.0
Coming Home,1978,85,87.156,Hal Ashby,"Jane Fonda, Jon Voight, Bruce Dern, Robert Ginty","The wife of a Marine serving in Vietnam, Sally Hyde (Jane Fonda) decides to volunteer at a local veterans hospital...",32653000.0,,,,,
The Thin Red Line,1998,81,85.383,Terrence Malick,"Sean Penn, Adrien Brody, Jim Caviezel, Ben Chaplin","In 1942, Private Witt (Jim Caviezel) is a U.S. Army absconder living peacefully with the locals of a small South...",97709034.0,Drama,7.6,78.0,170.0,185389.0
Lone Survivor,2013,75,83.882,Peter Berg,"Mark Wahlberg, Taylor Kitsch, Eric Bana, Emile Hirsch","In 2005 Afghanistan, Navy SEALs Marcus Luttrell (Mark Wahlberg), Michael Murphy (Taylor Kitsch), Danny Dietz (Emile Hirsch) and Matthew ""Axe""...",149804632.0,Drama,7.5,60.0,121.0,282733.0
Private Benjamin,1980,82,84.459,Howard Zieff,"Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber","A Jewish-American princess, Judy Benjamin (Goldie Hawn), is devastated when her husband (Albert Brooks) drops dead on their wedding night....",69847348.0,Comedy,6.2,59.0,109.0,26081.0
Life Is Beautiful,1997,80,84.285,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Giorgio Cantarini, Giustino Durano","A gentle Jewish-Italian waiter, Guido Orefice (Roberto Benigni), meets Dora (Nicoletta Braschi), a pretty schoolteacher, and wins her over with...",,Comedy,8.6,59.0,116.0,676539.0
Fury,2014,76,87.512,David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña","In April 1945, the Allies are making their final push in the European theater. A battle-hardened Army sergeant named Don...",210315681.0,Drama,7.5,64.0,134.0,472785.0
